Date,Day_Name,Day_of_Year,End_Hour,Month_Name,Season,Source,Start_Hour,Production
10/29/2021,Friday,302,0,October,Fall,Wind,23,5553
8/9/2022,Tuesday,221,11,August,Summer,Solar,10,7230
12/5/2022,Monday,339,2,December,Winter,Wind,1,586
3/2/2022,Wednesday,61,21,March,Spring,Wind,20,1346
6/7/2022,Tuesday,158,15,June,Summer,Wind,14,11288
9/30/2020,Wednesday,274,18,September,Fall,Wind,17,4217
9/3/2022,Saturday,246,3,September,Fall,Wind,2,1631
11/13/2021,Saturday,317,23,November,Fall,Wind,22,2380
4/10/2021,Saturday,100,5,April,Spring,Wind,4,3583
11/22/2020,Sunday,327,23,November,Fall,Wind,22,679
5/20/2020,Wednesday,141,6,May,Spring,Wind,5,2818
6/24/2021,Thursday,175,8,June,Summer,Wind,7,2089
2/26/2021,Friday,57,16,February,Winter,Wind,15,5535
11/12/2022,Saturday,316,18,November,Fall,Wind,17,2235
1/20/2022,Thursday,20,23,January,Winter,Wind,22,5536
2/17/2020,Monday,48,17,February,Winter,Wind,16,12250
10/1/2022,Saturday,274,1,October,Fall,Wind,0,13056
10/8/2022,Saturday,281,0,October,Fall,Wind,23,3345
9/17/2021,Friday,260,5,September,Fall,Wind,4,642
10/5/2021,Tuesday,278,21,October,Fall,Wind,20,8777
11/28/2021,Sunday,332,7,November,Fall,Wind,6,9221
2/7/2022,Monday,38,13,February,Winter,Solar,12,6115
5/10/2020,Sunday,131,20,May,Spring,Wind,19,5714
6/16/2022,Thursday,167,15,June,Summer,Solar,14,6428
10/18/2020,Sunday,292,18,October,Fall,Solar,17,1502
3/28/2022,Monday,87,0,March,Spring,Wind,23,2960
9/11/2022,Sunday,254,16,September,Fall,Solar,15,6036
2/15/2022,Tuesday,46,21,February,Winter,Wind,20,14008
1/14/2022,Friday,14,13,January,Winter,Solar,12,3826
3/16/2020,Monday,76,3,March,Spring,Wind,2,3376
2/24/2021,Wednesday,55,15,February,Winter,Wind,14,9508
5/15/2020,Friday,136,12,May,Spring,Wind,11,7708
3/1/2021,Monday,60,5,March,Spring,Wind,4,4645
6/16/2020,Tuesday,168,19,June,Summer,Wind,18,2415
10/14/2022,Friday,287,12,October,Fall,Wind,11,7336
5/25/2020,Monday,146,13,May,Spring,Solar,12,5786
4/20/2020,Monday,111,14,April,Spring,Wind,13,6295
12/30/2021,Thursday,364,11,December,Winter,Wind,10,9206
7/26/2021,Monday,207,19,July,Summer,Wind,18,5211
3/14/2021,Sunday,73,18,March,Spring,Wind,17,10811
3/16/2020,Monday,76,1,March,Spring,Wind,0,3730
11/6/2020,Friday,311,7,November,Fall,Wind,6,6564
8/22/2020,Saturday,235,10,August,Summer,Wind,9,7218
1/12/2022,Wednesday,12,4,January,Winter,Wind,3,2275
9/5/2022,Monday,248,18,September,Fall,Wind,17,6757
10/21/2020,Wednesday,295,6,October,Fall,Wind,5,10622
5/12/2022,Thursday,132,9,May,Spring,Solar,8,1922
1/24/2021,Sunday,24,16,January,Winter,Wind,15,9368
5/29/2021,Saturday,149,3,May,Spring,Wind,2,3162
7/13/2020,Monday,195,14,July,Summer,Solar,13,4705
1/27/2021,Wednesday,27,3,January,Winter,Wind,2,6027
8/16/2020,Sunday,229,21,August,Summer,Wind,20,1759
12/7/2022,Wednesday,341,17,December,Winter,Wind,16,1948
10/14/2021,Thursday,287,15,October,Fall,Solar,14,5650
3/18/2020,Wednesday,78,7,March,Spring,Wind,6,794
4/5/2020,Sunday,96,23,April,Spring,Wind,22,6889
10/6/2022,Thursday,279,11,October,Fall,Solar,10,3189
4/29/2022,Friday,119,23,April,Spring,Wind,22,4895
7/12/2021,Monday,193,16,July,Summer,Solar,15,4724
9/25/2020,Friday,269,9,September,Fall,Wind,8,9832
9/8/2020,Tuesday,252,20,September,Fall,Wind,19,731
1/17/2020,Friday,17,0,January,Winter,Wind,23,6445
3/8/2020,Sunday,68,13,March,Spring,Wind,12,13142
5/5/2021,Wednesday,125,13,May,Spring,Wind,12,11434
9/30/2022,Friday,273,11,September,Fall,Solar,10,4255
11/10/2022,Thursday,314,20,November,Fall,Wind,19,4177
7/31/2021,Saturday,212,12,July,Summer,Wind,11,5374
11/17/2020,Tuesday,322,7,November,Fall,Wind,6,4005
11/10/2020,Tuesday,315,4,November,Fall,Wind,3,613
4/19/2021,Monday,109,2,April,Spring,Wind,1,1572
7/13/2020,Monday,195,22,July,Summer,Wind,21,2612
6/4/2021,Friday,155,16,June,Summer,Wind,15,4302
1/14/2021,Thursday,14,10,January,Winter,Wind,9,7786
2/23/2021,Tuesday,54,10,February,Winter,Wind,9,8270
3/17/2020,Tuesday,77,1,March,Spring,Wind,0,1561
2/25/2022,Friday,56,8,February,Winter,Wind,7,6494
11/22/2021,Monday,326,8,November,Fall,Wind,7,10004
8/28/2022,Sunday,240,17,August,Summer,Solar,16,7355
6/10/2020,Wednesday,162,17,June,Summer,Solar,16,3105
7/29/2020,Wednesday,211,10,July,Summer,Solar,9,2120
9/2/2020,Wednesday,246,16,September,Fall,Solar,15,4289
8/22/2021,Sunday,234,16,August,Summer,Wind,15,9546
3/6/2022,Sunday,65,5,March,Spring,Wind,4,3661
10/25/2022,Tuesday,298,12,October,Fall,Solar,11,5106
11/27/2021,Saturday,331,2,November,Fall,Wind,1,6927
6/7/2020,Sunday,159,13,June,Summer,Solar,12,4034
9/4/2022,Sunday,247,22,September,Fall,Wind,21,3778
2/8/2020,Saturday,39,11,February,Winter,Wind,10,5407
3/19/2021,Friday,78,3,March,Spring,Wind,2,3931
3/14/2020,Saturday,74,14,March,Spring,Wind,13,7209
8/19/2022,Friday,231,1,August,Summer,Wind,0,4057
6/5/2020,Friday,157,2,June,Summer,Wind,1,3083
12/24/2021,Friday,358,1,December,Winter,Wind,0,6282
8/14/2020,Friday,227,21,August,Summer,Wind,20,1159
9/15/2022,Thursday,258,5,September,Fall,Wind,4,1546
8/5/2021,Thursday,217,23,August,Summer,Wind,22,7691
3/19/2020,Thursday,79,18,March,Spring,Wind,17,2196
7/13/2022,Wednesday,194,22,July,Summer,Wind,21,1816
6/5/2020,Friday,157,8,June,Summer,Wind,7,5969
10/6/2022,Thursday,279,20,October,Fall,Wind,19,459
5/7/2020,Thursday,128,11,May,Spring,Solar,10,3257
4/18/2022,Monday,108,21,April,Spring,Wind,20,2063
7/22/2021,Thursday,203,2,July,Summer,Wind,1,3008
7/1/2021,Thursday,182,6,July,Summer,Wind,5,651
10/7/2022,Friday,280,14,October,Fall,Solar,13,5971
7/11/2020,Saturday,193,5,July,Summer,Wind,4,2650
10/20/2021,Wednesday,293,17,October,Fall,Wind,16,13572
5/18/2020,Monday,139,2,May,Spring,Wind,1,2365
9/8/2022,Thursday,251,15,September,Fall,Wind,14,12718
7/23/2022,Saturday,204,22,July,Summer,Wind,21,1346
5/18/2020,Monday,139,12,May,Spring,Solar,11,4748
8/14/2022,Sunday,226,23,August,Summer,Wind,22,1946
10/8/2022,Saturday,281,19,October,Fall,Wind,18,1438
8/19/2022,Friday,231,18,August,Summer,Wind,17,7064
11/13/2022,Sunday,317,12,November,Fall,Solar,11,4217
6/15/2021,Tuesday,166,7,June,Summer,Wind,6,1647
6/20/2021,Sunday,171,11,June,Summer,Solar,10,3778
4/28/2021,Wednesday,118,6,April,Spring,Wind,5,846
12/8/2020,Tuesday,343,4,December,Winter,Wind,3,3046
4/21/2021,Wednesday,111,15,April,Spring,Solar,14,5592
4/13/2022,Wednesday,103,1,April,Spring,Wind,0,2410
4/13/2022,Wednesday,103,9,April,Spring,Wind,8,1475
1/9/2022,Sunday,9,14,January,Winter,Wind,13,6457
6/10/2022,Friday,161,19,June,Summer,Solar,18,4482
10/29/2021,Friday,302,12,October,Fall,Wind,11,12826
3/4/2020,Wednesday,64,3,March,Spring,Wind,2,3800
10/25/2022,Tuesday,298,2,October,Fall,Wind,1,6093
7/14/2022,Thursday,195,1,July,Summer,Wind,0,1075
7/6/2020,Monday,188,9,July,Summer,Wind,8,5312
7/7/2022,Thursday,188,10,July,Summer,Solar,9,5999
5/9/2020,Saturday,130,21,May,Spring,Wind,20,1820
11/21/2021,Sunday,325,12,November,Fall,Wind,11,3060
11/9/2021,Tuesday,313,14,November,Fall,Solar,13,4642
5/8/2021,Saturday,128,19,May,Spring,Wind,18,8981
4/29/2020,Wednesday,120,18,April,Spring,Wind,17,9957
2/5/2020,Wednesday,36,15,February,Winter,Solar,14,3770
9/21/2022,Wednesday,264,0,September,Fall,Wind,23,2817
7/23/2020,Thursday,205,15,July,Summer,Solar,14,3724
7/31/2021,Saturday,212,22,July,Summer,Wind,21,2371
8/15/2020,Saturday,228,17,August,Summer,Solar,16,3516
1/27/2022,Thursday,27,13,January,Winter,Wind,12,7114
8/16/2020,Sunday,229,22,August,Summer,Wind,21,1564
6/9/2021,Wednesday,160,22,June,Summer,Wind,21,1328
9/15/2022,Thursday,258,3,September,Fall,Wind,2,1673
2/3/2022,Thursday,34,15,February,Winter,Wind,14,3627
6/8/2020,Monday,160,10,June,Summer,Solar,9,2884
9/4/2022,Sunday,247,13,September,Fall,Solar,12,7292
7/14/2020,Tuesday,196,22,July,Summer,Wind,21,2101
9/25/2021,Saturday,268,15,September,Fall,Solar,14,4353
7/26/2020,Sunday,208,3,July,Summer,Wind,2,4286
7/12/2020,Sunday,194,18,July,Summer,Solar,17,4683
12/31/2021,Friday,365,15,December,Winter,Wind,14,5926
8/11/2022,Thursday,223,7,August,Summer,Wind,6,4434
1/7/2022,Friday,7,13,January,Winter,Wind,12,11723
3/4/2021,Thursday,63,11,March,Spring,Solar,10,2510
6/13/2022,Monday,164,8,June,Summer,Wind,7,2908
6/1/2022,Wednesday,152,18,June,Summer,Solar,17,5214
10/10/2020,Saturday,284,3,October,Fall,Wind,2,2744
8/30/2020,Sunday,243,2,August,Summer,Wind,1,2748
1/13/2022,Thursday,13,2,January,Winter,Wind,1,3054
8/13/2020,Thursday,226,3,August,Summer,Wind,2,2363
12/13/2020,Sunday,348,19,December,Winter,Wind,18,9304
4/26/2020,Sunday,117,6,April,Spring,Wind,5,1283
2/13/2021,Saturday,44,18,February,Winter,Wind,17,6349
3/6/2021,Saturday,65,19,March,Spring,Wind,18,3757
6/14/2021,Monday,165,17,June,Summer,Solar,16,4868
10/21/2022,Friday,294,9,October,Fall,Wind,8,7415
7/28/2021,Wednesday,209,17,July,Summer,Wind,16,10296
11/21/2020,Saturday,326,16,November,Fall,Wind,15,3578
7/1/2020,Wednesday,183,16,July,Summer,Wind,15,6444
1/6/2021,Wednesday,6,23,January,Winter,Wind,22,371
6/4/2022,Saturday,155,20,June,Summer,Wind,19,3469
10/6/2020,Tuesday,280,2,October,Fall,Wind,1,10775
4/18/2022,Monday,108,11,April,Spring,Solar,10,4102
4/4/2020,Saturday,95,12,April,Spring,Solar,11,5451
11/5/2020,Thursday,310,14,November,Fall,Wind,13,6887
4/29/2022,Friday,119,13,April,Spring,Solar,12,6673
1/22/2021,Friday,22,15,January,Winter,Wind,14,4051
10/22/2022,Saturday,295,21,October,Fall,Wind,20,4719
4/11/2021,Sunday,101,2,April,Spring,Wind,1,4419
2/21/2022,Monday,52,22,February,Winter,Wind,21,11166
1/2/2022,Sunday,2,13,January,Winter,Wind,12,11949
3/24/2020,Tuesday,84,6,March,Spring,Wind,5,5948
1/9/2020,Thursday,9,13,January,Winter,Wind,12,12336
7/29/2021,Thursday,210,7,July,Summer,Wind,6,4057
11/14/2022,Monday,318,1,November,Fall,Wind,0,3434
12/31/2020,Thursday,366,11,December,Winter,Wind,10,4726
11/10/2021,Wednesday,314,4,November,Fall,Wind,3,982
7/1/2022,Friday,182,12,July,Summer,Solar,11,7246
2/2/2020,Sunday,33,15,February,Winter,Wind,14,13415
3/17/2021,Wednesday,76,19,March,Spring,Wind,18,7993
1/14/2022,Friday,14,11,January,Winter,Solar,10,2655
1/29/2022,Saturday,29,22,January,Winter,Wind,21,7841
6/3/2021,Thursday,154,8,June,Summer,Wind,7,1624
4/18/2022,Monday,108,12,April,Spring,Solar,11,4778
8/26/2022,Friday,238,3,August,Summer,Wind,2,3831
9/11/2021,Saturday,254,13,September,Fall,Solar,12,5459
8/30/2021,Monday,242,8,August,Summer,Wind,7,3173
11/30/2021,Tuesday,334,4,November,Fall,Wind,3,8712
12/1/2022,Thursday,335,17,December,Winter,Wind,16,3868
2/24/2021,Wednesday,55,23,February,Winter,Wind,22,6680
12/5/2021,Sunday,339,1,December,Winter,Wind,0,9688
9/20/2020,Sunday,264,20,September,Fall,Wind,19,1760
5/8/2021,Saturday,128,21,May,Spring,Wind,20,4604
10/1/2020,Thursday,275,3,October,Fall,Wind,2,5089
3/1/2020,Sunday,61,1,March,Spring,Wind,0,11741
1/15/2020,Wednesday,15,15,January,Winter,Wind,14,11330
7/9/2021,Friday,190,23,July,Summer,Wind,22,435
4/17/2021,Saturday,107,14,April,Spring,Wind,13,9148
12/13/2021,Monday,347,14,December,Winter,Solar,13,3397
5/23/2022,Monday,143,21,May,Spring,Wind,20,6058
1/17/2021,Sunday,17,3,January,Winter,Wind,2,4970
10/25/2022,Tuesday,298,19,October,Fall,Wind,18,4686
4/9/2022,Saturday,99,2,April,Spring,Wind,1,5685
11/3/2020,Tuesday,308,17,November,Fall,Wind,16,6200
3/26/2020,Thursday,86,8,March,Spring,Wind,7,6814
10/25/2020,Sunday,299,3,October,Fall,Wind,2,10696
11/9/2021,Tuesday,313,13,November,Fall,Solar,12,4760
11/23/2020,Monday,328,9,November,Fall,Wind,8,491
2/28/2021,Sunday,59,16,February,Winter,Wind,15,8410
5/20/2021,Thursday,140,12,May,Spring,Solar,11,7459
7/21/2021,Wednesday,202,14,July,Summer,Solar,13,6252
1/8/2022,Saturday,8,22,January,Winter,Wind,21,15097
12/11/2021,Saturday,345,3,December,Winter,Wind,2,8663
3/3/2020,Tuesday,63,13,March,Spring,Solar,12,2676
2/2/2020,Sunday,33,5,February,Winter,Wind,4,7968
6/16/2022,Thursday,167,6,June,Summer,Wind,5,1497
2/15/2021,Monday,46,4,February,Winter,Wind,3,10009
2/24/2022,Thursday,55,13,February,Winter,Wind,12,15098
1/21/2021,Thursday,21,18,January,Winter,Wind,17,12458
4/15/2020,Wednesday,106,3,April,Spring,Wind,2,6207
6/1/2022,Wednesday,152,14,June,Summer,Solar,13,6755
8/11/2020,Tuesday,224,16,August,Summer,Solar,15,3643
3/26/2022,Saturday,85,20,March,Spring,Wind,19,8727
7/9/2022,Saturday,190,19,July,Summer,Wind,18,8525
10/29/2022,Saturday,302,2,October,Fall,Wind,1,4140
11/7/2021,Sunday,311,11,November,Fall,Wind,10,6535
9/10/2021,Friday,253,4,September,Fall,Wind,3,2131
12/24/2021,Friday,358,10,December,Winter,Wind,9,3598
12/10/2020,Thursday,345,7,December,Winter,Wind,6,4683
8/29/2022,Monday,241,5,August,Summer,Wind,4,4709
1/2/2020,Thursday,2,17,January,Winter,Wind,16,4298
4/13/2021,Tuesday,103,11,April,Spring,Solar,10,5861
1/26/2022,Wednesday,26,3,January,Winter,Wind,2,350
9/15/2022,Thursday,258,2,September,Fall,Wind,1,1756
8/24/2021,Tuesday,236,4,August,Summer,Wind,3,4755
4/30/2021,Friday,120,19,April,Spring,Solar,18,1480
10/11/2020,Sunday,285,11,October,Fall,Wind,10,4099
8/8/2022,Monday,220,0,August,Summer,Wind,23,8070
9/5/2022,Monday,248,15,September,Fall,Solar,14,7544
3/22/2021,Monday,81,4,March,Spring,Wind,3,4256
3/7/2022,Monday,66,1,March,Spring,Wind,0,7417
8/12/2021,Thursday,224,6,August,Summer,Wind,5,479
3/1/2020,Sunday,61,4,March,Spring,Wind,3,11025
9/29/2022,Thursday,272,2,September,Fall,Wind,1,2381
7/6/2020,Monday,188,2,July,Summer,Wind,1,6827
10/30/2022,Sunday,303,15,October,Fall,Solar,14,5627
6/28/2021,Monday,179,20,June,Summer,Wind,19,2988
1/16/2022,Sunday,16,19,January,Winter,Wind,18,2460
7/24/2021,Saturday,205,10,July,Summer,Wind,9,4878
8/4/2021,Wednesday,216,0,August,Summer,Wind,23,1629
4/3/2021,Saturday,93,23,April,Spring,Wind,22,8518
10/5/2021,Tuesday,278,0,October,Fall,Wind,23,8617
10/28/2020,Wednesday,302,3,October,Fall,Wind,2,7536
10/15/2021,Friday,288,1,October,Fall,Wind,0,1417
3/9/2021,Tuesday,68,5,March,Spring,Wind,4,1902
7/30/2020,Thursday,212,1,July,Summer,Wind,0,2027
6/26/2022,Sunday,177,3,June,Summer,Wind,2,2297
2/5/2021,Friday,36,21,February,Winter,Wind,20,2467
9/28/2022,Wednesday,271,18,September,Fall,Wind,17,4791
9/22/2022,Thursday,265,22,September,Fall,Wind,21,530
11/11/2022,Friday,315,5,November,Fall,Wind,4,2858
6/19/2020,Friday,171,18,June,Summer,Solar,17,4214
2/3/2022,Thursday,34,1,February,Winter,Wind,0,2135
5/30/2022,Monday,150,14,May,Spring,Solar,13,5952
10/12/2022,Wednesday,285,5,October,Fall,Wind,4,526
9/14/2021,Tuesday,257,6,September,Fall,Wind,5,2946
6/26/2020,Friday,178,4,June,Summer,Wind,3,3310
12/1/2021,Wednesday,335,2,December,Winter,Wind,1,13489
11/7/2022,Monday,311,19,November,Fall,Wind,18,9026
2/24/2021,Wednesday,55,13,February,Winter,Wind,12,8746
11/20/2022,Sunday,324,8,November,Fall,Wind,7,6432
7/6/2022,Wednesday,187,20,July,Summer,Wind,19,4813
5/19/2021,Wednesday,139,7,May,Spring,Wind,6,3672
9/12/2020,Saturday,256,20,September,Fall,Wind,19,1079
8/23/2020,Sunday,236,5,August,Summer,Wind,4,4415
8/5/2021,Thursday,217,20,August,Summer,Wind,19,7755
9/18/2021,Saturday,261,22,September,Fall,Wind,21,2374
1/11/2021,Monday,11,5,January,Winter,Wind,4,2065
5/24/2022,Tuesday,144,22,May,Spring,Wind,21,1603
4/20/2020,Monday,111,0,April,Spring,Wind,23,6167
1/6/2020,Monday,6,22,January,Winter,Wind,21,6604
4/18/2020,Saturday,109,2,April,Spring,Wind,1,1910
10/6/2020,Tuesday,280,7,October,Fall,Wind,6,10328
9/26/2021,Sunday,269,19,September,Fall,Wind,18,3473
1/10/2022,Monday,10,3,January,Winter,Wind,2,895
4/15/2022,Friday,105,7,April,Spring,Wind,6,1302
12/11/2022,Sunday,345,8,December,Winter,Wind,7,2393
11/5/2020,Thursday,310,17,November,Fall,Wind,16,5734
5/30/2022,Monday,150,17,May,Spring,Solar,16,4829
12/31/2021,Friday,365,2,December,Winter,Wind,1,5548
3/11/2021,Thursday,70,10,March,Spring,Wind,9,14955
1/27/2022,Thursday,27,9,January,Winter,Wind,8,3884
5/20/2021,Thursday,140,19,May,Spring,Wind,18,9869
8/28/2022,Sunday,240,19,August,Summer,Wind,18,5283
5/26/2022,Thursday,146,0,May,Spring,Wind,23,4339
12/2/2021,Thursday,336,5,December,Winter,Wind,4,6595
7/26/2022,Tuesday,207,15,July,Summer,Solar,14,7335
10/29/2021,Friday,302,10,October,Fall,Wind,9,12500
12/6/2020,Sunday,341,5,December,Winter,Wind,4,3287
4/26/2021,Monday,116,9,April,Spring,Wind,8,7501
12/23/2021,Thursday,357,4,December,Winter,Wind,3,6245
2/1/2021,Monday,32,9,February,Winter,Wind,8,5242
9/22/2020,Tuesday,266,17,September,Fall,Solar,16,2481
7/11/2020,Saturday,193,18,July,Summer,Solar,17,5424
8/26/2021,Thursday,238,17,August,Summer,Wind,16,8285
7/18/2022,Monday,199,12,July,Summer,Solar,11,6471
7/23/2022,Saturday,204,21,July,Summer,Wind,20,1827
1/19/2020,Sunday,19,5,January,Winter,Wind,4,4998
2/12/2021,Friday,43,21,February,Winter,Wind,20,8741
1/11/2021,Monday,11,8,January,Winter,Wind,7,2480
6/8/2020,Monday,160,0,June,Summer,Wind,23,3972
11/14/2022,Monday,318,22,November,Fall,Wind,21,6382
7/27/2022,Wednesday,208,20,July,Summer,Wind,19,3422
10/26/2022,Wednesday,299,6,October,Fall,Wind,5,6931
9/21/2020,Monday,265,10,September,Fall,Solar,9,1291
12/7/2022,Wednesday,341,1,December,Winter,Wind,0,2427
3/22/2020,Sunday,82,10,March,Spring,Wind,9,10170
1/7/2020,Tuesday,7,8,January,Winter,Wind,7,2921
3/12/2021,Friday,71,19,March,Spring,Wind,18,13315
9/26/2022,Monday,269,7,September,Fall,Wind,6,5127
7/9/2020,Thursday,191,9,July,Summer,Solar,8,2169
2/15/2020,Saturday,46,14,February,Winter,Wind,13,12009
7/23/2022,Saturday,204,9,July,Summer,Solar,8,1885
6/8/2021,Tuesday,159,19,June,Summer,Solar,18,3002
1/15/2021,Friday,15,13,January,Winter,Wind,12,7154
11/27/2020,Friday,332,3,November,Fall,Wind,2,1646
4/7/2021,Wednesday,97,2,April,Spring,Wind,1,3861
1/22/2022,Saturday,22,22,January,Winter,Wind,21,1969
9/17/2022,Saturday,260,20,September,Fall,Wind,19,3860
9/24/2020,Thursday,268,17,September,Fall,Wind,16,8746
10/29/2021,Friday,302,1,October,Fall,Wind,0,10806
1/13/2021,Wednesday,13,1,January,Winter,Wind,0,3635
4/21/2021,Wednesday,111,0,April,Spring,Wind,23,6298
2/18/2022,Friday,49,9,February,Winter,Wind,8,14686
10/22/2020,Thursday,296,6,October,Fall,Wind,5,5058
2/15/2020,Saturday,46,6,February,Winter,Wind,5,5506
8/14/2020,Friday,227,4,August,Summer,Wind,3,1994
7/5/2021,Monday,186,13,July,Summer,Solar,12,7806
9/25/2020,Friday,269,23,September,Fall,Wind,22,11575
5/28/2021,Friday,148,12,May,Spring,Solar,11,5538
3/25/2021,Thursday,84,21,March,Spring,Wind,20,1393
1/24/2022,Monday,24,19,January,Winter,Wind,18,866
4/22/2022,Friday,112,0,April,Spring,Wind,23,5782
8/3/2022,Wednesday,215,2,August,Summer,Wind,1,1003
5/19/2020,Tuesday,140,2,May,Spring,Wind,1,4542
6/19/2020,Friday,171,12,June,Summer,Solar,11,4613
1/17/2021,Sunday,17,2,January,Winter,Wind,1,4830
11/12/2022,Saturday,316,7,November,Fall,Wind,6,3706
1/25/2020,Saturday,25,6,January,Winter,Wind,5,1215
1/24/2021,Sunday,24,10,January,Winter,Wind,9,5376
7/6/2021,Tuesday,187,5,July,Summer,Wind,4,9230
7/18/2021,Sunday,199,18,July,Summer,Wind,17,10199
8/20/2022,Saturday,232,9,August,Summer,Wind,8,2160
4/1/2021,Thursday,91,15,April,Spring,Solar,14,6136
11/21/2022,Monday,325,3,November,Fall,Wind,2,6651
7/23/2021,Friday,204,11,July,Summer,Solar,10,4640
3/18/2022,Friday,77,7,March,Spring,Wind,6,8824
7/3/2022,Sunday,184,8,July,Summer,Wind,7,1745
11/10/2021,Wednesday,314,5,November,Fall,Wind,4,981
1/27/2020,Monday,27,13,January,Winter,Wind,12,9283
5/4/2021,Tuesday,124,12,May,Spring,Wind,11,15565
2/3/2021,Wednesday,34,19,February,Winter,Wind,18,10639
11/24/2021,Wednesday,328,13,November,Fall,Wind,12,3225
5/4/2021,Tuesday,124,3,May,Spring,Wind,2,12948
9/18/2021,Saturday,261,14,September,Fall,Solar,13,4228
1/10/2020,Friday,10,8,January,Winter,Wind,7,7591
6/10/2020,Wednesday,162,2,June,Summer,Wind,1,2094
3/17/2021,Wednesday,76,17,March,Spring,Wind,16,10778
8/2/2022,Tuesday,214,13,August,Summer,Solar,12,6726
10/5/2022,Wednesday,278,8,October,Fall,Wind,7,6927
12/6/2022,Tuesday,340,16,December,Winter,Wind,15,2162
11/4/2021,Thursday,308,18,November,Fall,Wind,17,3309
4/17/2022,Sunday,107,17,April,Spring,Solar,16,7694
12/17/2020,Thursday,352,7,December,Winter,Wind,6,5262
3/4/2020,Wednesday,64,19,March,Spring,Wind,18,5388
9/7/2022,Wednesday,250,11,September,Fall,Solar,10,5403
2/8/2020,Saturday,39,20,February,Winter,Wind,19,3410
10/13/2022,Thursday,286,15,October,Fall,Wind,14,6202
5/14/2022,Saturday,134,3,May,Spring,Wind,2,1988
12/11/2021,Saturday,345,23,December,Winter,Wind,22,4983
4/12/2022,Tuesday,102,19,April,Spring,Wind,18,5031
6/14/2022,Tuesday,165,11,June,Summer,Solar,10,5363
2/24/2021,Wednesday,55,4,February,Winter,Wind,3,7920
6/20/2022,Monday,171,2,June,Summer,Wind,1,6180
10/26/2020,Monday,300,20,October,Fall,Wind,19,7888
5/21/2021,Friday,141,22,May,Spring,Wind,21,11117
10/19/2022,Wednesday,292,13,October,Fall,Wind,12,9398
4/18/2020,Saturday,109,10,April,Spring,Solar,9,1917
9/3/2020,Thursday,247,0,September,Fall,Wind,23,2117
4/11/2021,Sunday,101,22,April,Spring,Wind,21,3923
10/24/2020,Saturday,298,12,October,Fall,Wind,11,11717
4/6/2020,Monday,97,3,April,Spring,Wind,2,8177
4/16/2022,Saturday,106,3,April,Spring,Wind,2,5096
12/12/2021,Sunday,346,6,December,Winter,Wind,5,5381
8/14/2021,Saturday,226,13,August,Summer,Solar,12,4962
1/26/2020,Sunday,26,1,January,Winter,Wind,0,2548
6/14/2022,Tuesday,165,10,June,Summer,Solar,9,4214
3/27/2022,Sunday,86,7,March,Spring,Wind,6,5266
4/10/2021,Saturday,100,19,April,Spring,Wind,18,5834
10/3/2020,Saturday,277,7,October,Fall,Wind,6,2800
6/21/2020,Sunday,173,4,June,Summer,Wind,3,2507
3/20/2020,Friday,80,0,March,Spring,Wind,23,8105
8/3/2021,Tuesday,215,13,August,Summer,Solar,12,3945
1/12/2020,Sunday,12,16,January,Winter,Wind,15,6800
1/11/2020,Saturday,11,8,January,Winter,Wind,7,3308
4/8/2021,Thursday,98,18,April,Spring,Solar,17,3521
11/16/2022,Wednesday,320,2,November,Fall,Wind,1,8886
7/25/2020,Saturday,207,1,July,Summer,Wind,0,1583
3/11/2022,Friday,70,18,March,Spring,Wind,17,11304
9/5/2021,Sunday,248,14,September,Fall,Solar,13,4950
4/25/2021,Sunday,115,19,April,Spring,Wind,18,11256
4/9/2022,Saturday,99,19,April,Spring,Wind,18,6301
10/17/2020,Saturday,291,0,October,Fall,Wind,23,565
9/12/2021,Sunday,255,1,September,Fall,Wind,0,669
7/17/2021,Saturday,198,11,July,Summer,Solar,10,5447
8/5/2020,Wednesday,218,12,August,Summer,Solar,11,5442
4/5/2020,Sunday,96,17,April,Spring,Wind,16,8385
7/24/2022,Sunday,205,11,July,Summer,Solar,10,5505
12/2/2020,Wednesday,337,14,December,Winter,Wind,13,2831
5/26/2022,Thursday,146,5,May,Spring,Wind,4,3641
6/10/2022,Friday,161,0,June,Summer,Wind,23,1054
10/6/2020,Tuesday,280,5,October,Fall,Wind,4,9914
11/10/2022,Thursday,314,1,November,Fall,Wind,0,4198
3/9/2021,Tuesday,68,12,March,Spring,Solar,11,5044
6/27/2022,Monday,178,5,June,Summer,Wind,4,1149
1/20/2020,Monday,20,3,January,Winter,Wind,2,6219
2/28/2022,Monday,59,11,February,Winter,Solar,10,5600
11/13/2021,Saturday,317,10,November,Fall,Wind,9,5084
9/24/2020,Thursday,268,8,September,Fall,Wind,7,5609
4/16/2020,Thursday,107,2,April,Spring,Wind,1,4842
10/12/2020,Monday,286,0,October,Fall,Wind,23,2920
8/19/2020,Wednesday,232,22,August,Summer,Wind,21,3512
7/16/2021,Friday,197,9,July,Summer,Wind,8,4224
2/22/2022,Tuesday,53,12,February,Winter,Wind,11,13052
9/2/2022,Friday,245,19,September,Fall,Solar,18,2519
11/26/2022,Saturday,330,15,November,Fall,Wind,14,5410
2/16/2022,Wednesday,47,4,February,Winter,Wind,3,14770
1/18/2021,Monday,18,12,January,Winter,Wind,11,5336
1/18/2022,Tuesday,18,7,January,Winter,Wind,6,2843
2/28/2021,Sunday,59,10,February,Winter,Wind,9,7466
